date,Aargau,Appenzell Innerrhoden,Appenzell Ausserrhoden,Bern,Basel-Landschaft,Basel-Stadt,Fribourg,Genève,Glarus,Grishun,Jura,Luzern,Neuchâtel,Nidwalden,Obwalden,St. Gallen,Schaffhausen,Solothurn,Schwyz,Thurgau,Ticino,Uri,Vaud,Valais,Zug,Zürich,Managers,Professionals,Technicians and associate professionals,Clerical support workers,Service and sales workers,"Skilled agricultural, forestry and fishery workers",Craft and related trades workers,Plant and machine operators and assemblers,Elementary occupations,Manufacturing,"Electricity, Gas, Steam and Air-Conditioning Supply","Water Supply; Sewerage, Waste Management and Remediation Activities",Construction,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Transportation and Storage,Accommodation and Food Service Activities,Information and Communication,Financial and Insurance Activities,Real Estate Activities,"Professional, Scientific and Technical Activities",Administrative and Support Service Activities,Public Administration and Defence; Compulsory Social Security,Education,Human Health and Social Work Activities,"Arts, Entertainment and Recreation",Activities of Extraterritorial Organisations and Bodies,Total
2018-03-16,95.6111473819372,126.397843102259,119.534164889053,86.8477999219557,,85.3270230369637,98.1585109387712,92.7820882259387,98.0081681851068,86.2502954269786,94.866116108888,83.5079035606555,104.818013295333,87.214327480971,87.0088040963692,93.5368493312255,94.3637970232343,101.153916812983,86.993605231434,104.82615587489,84.3679865138871,101.717816254373,92.3843475336209,72.6484908432822,87.6990365359556,87.5209467538184,92.5157218375029,89.7420779070121,87.2300302640615,88.8301747428412,83.2592800024599,71.1559692256376,83.5747903959119,80.1979848591588,63.3160155387232,95.953390439652,99.9551818901176,93.0266353925469,82.2246298320951,98.1161579059703,84.3310715022302,77.6283243062187,85.7353402249165,102.608911461965,89.930132519122,83.9057091235119,86.5402333608748,85.7708842483192,79.2936910651679,89.6137407121394,81.8830312172775,85.1926339931383,88.0080414191435
2018-03-23,96.6869683938043,125.51187691229,118.900871300237,87.8247495441788,,86.2871920883924,96.7443084236088,89.7159531238592,98.3163699718525,87.3429636567441,92.4765413958177,84.2471225813238,105.804793755226,86.200207393983,84.8729290604118,93.7726745300895,96.4413313725291,101.923320207087,85.9090392869476,104.048225219047,82.504971038817,100.24364500431,92.0964561421169,71.0153485545644,87.9810270071323,88.8926007925377,93.3613594489105,90.8409181817196,87.6131034915312,89.9164689886582,83.7647326297936,73.4637303897123,84.1688887815235,80.9740943900538,63.4979581121104,97.1177148643563,96.3204480032042,95.4688620973632,82.3036702617607,99.0309668844397,86.0921618975631,77.1386025126601,86.2753846171767,102.735277116475,86.4601595601848,84.4021554252462,88.2152881141659,87.9216559393076,81.4137049769201,89.1075783769232,84.3195082354324,87.5713054126736,88.7303796402301
2018-03-30,96.7672398495069,120.455711254686,117.776133328478,88.9024206156803,,87.1054033132527,96.8746037884891,90.0946790047761,94.6004756737037,84.8086970365444,91.7559449693568,82.8438391593862,108.991023266027,86.5861784718665,82.9542591215461,93.1389224454063,93.5821812976309,100.953061945822,86.7727360626206,103.436776295135,80.1096654280127,97.4590993097459,91.8642558114718,70.6398897631128,87.5557696263245,89.7919890722888,94.114893728765,90.9282389802121,87.9631708314235,89.8949062862628,83.7063192876528,69.6419178260857,84.3636201490551,81.3732000031483,62.7950286865151,97.4849206711234,99.0521006592754,98.7991712402944,82.4730426110441,98.837428901033,85.5763310893093,77.1534454225144,85.5625830918818,103.631689631047,86.4601595601848,85.3422784435967,86.930474713144,85.5065617740763,82.3449535953736,90.6739225280801,81.7035979489143,84.6160286202365,88.7832071342482
2018-04-06,96.3201919656978,117.792071448071,115.559915765846,89.26855925802,,88.04346150278,95.9740430626997,89.4376530867832,94.4567059538348,83.061012390455,92.2002836859155,82.7197842939185,105.773193055316,87.3315401229873,83.0674300071144,92.9927402801332,95.070988727366,102.917650502044,87.7281353586469,101.629605031128,78.6929350104755,97.4590993097459,88.8178077743112,71.1990445633485,87.2395207164255,90.2227451478803,93.5655561253632,90.5149763591422,88.0381465429002,90.5500590926777,84.3423165035582,70.3635957310192,85.1864122831486,80.4102035534069,64.6594891582049,97.8055097063756,99.5165888218042,98.7991712402944,82.6678352585967,99.8780636378135,85.1167374744365,77.8159437016343,85.663691018726,102.580532874646,86.896827032711,85.079089098224,87.5352893619376,82.118473950075,80.5193684635984,90.8183652561216,81.5349630718268,81.1277975840494,88.7770095699653
2018-04-13,95.5983237240881,114.50602653643,116.347824282431,89.9520313732499,,88.3166056439468,97.1675026655519,90.3978187461641,94.5789009162589,81.6038016467628,93.8834531649687,83.3937117730356,105.374048930579,86.108694753704,83.0674300071144,93.3552208411118,94.1638228043949,103.2525235514,87.3522247625734,101.629605031128,79.7102028684133,95.9389400484153,88.4887716872243,70.717536146554,87.6373297484201,90.2337164794482,94.0490209721275,90.8673137939149,88.8869673089375,90.7806339976063,83.6900994265165,73.2106776392107,84.6522351637977,81.164343797753,65.5316944975692,97.8283356839802,103.880519313513,100.868263831714,82.2142292542093,100.232533490605,82.2914507232982,77.0840230606664,85.5586251671086,104.045115074779,87.1429936815289,85.3820969270398,86.7630482126794,83.0452703752333,79.1243690099671,91.1315706049542,79.8068617350444,81.8686907126708,88.9362255082172
2018-04-20,94.6356507253304,110.820210231609,114.277117732354,89.2983487333972,,87.3875880752457,97.6599887408968,91.031695153422,91.9383732257035,81.1539185136413,92.0604734918625,83.4892591054978,104.349469546811,86.6093266999464,83.4146292965903,92.045201955427,93.8054447918187,102.031694716861,85.9314907816501,102.376303598642,77.4840620675837,94.9566300820493,89.6424998297638,70.717536146554,86.2038278913505,89.8346669952266,95.0166034924169,90.8472757953937,89.2249697773147,89.4533359193019,83.6038551702704,73.2106776392107,83.732263458249,80.5047264526475,65.7636650975606,97.7486245502603,103.880519313513,98.9844762219538,81.8499231198762,99.6015217108018,81.2971122660326,77.3393450280459,84.9920117554059,104.074539598273,87.1429936815289,85.4368185170719,86.3007538972806,82.8740430136349,77.1997954574808,90.628636992344,80.9033249973511,82.0984653147272,88.6585068185823
2018-04-27,92.5170727904988,111.321659146684,112.018151451598,88.4880375055155,,86.4130053086072,96.9836009659199,90.0680045695503,92.9404263398801,82.2128970811331,89.9595083291851,82.5976262412644,102.599198891473,85.9817228832801,83.2296744644471,91.9573893223842,95.8617228091759,100.221909039976,84.442459918469,102.079437763849,76.6492680590201,93.4359723049347,87.2642774807209,69.909720407612,84.7126910835057,90.5906142908812,94.4445097160132,89.8401852047373,89.1829221949503,89.3106955590559,83.6929059657651,72.7958862644843,83.5346382903192,81.5381204568015,65.5815783460214,97.0138488039409,102.708533967412,99.1599806124183,81.5561492378887,99.8479428321722,80.6534688680677,76.7789149916108,84.8160448573616,112.6766188916,79.4820711600758,84.7731612868708,86.0107773775737,79.2197965080449,74.067786211947,89.6608448873253,78.5186200028877,78.1552425508201,88.3115635964395
2018-05-04,91.7848856683581,106.425567656436,104.122009354054,87.876439504095,,84.0424117770295,95.4134401299903,89.4318782389801,87.2995334117371,81.663161895034,86.8168180818774,80.6194817222898,101.670317255419,84.7079195813056,83.0422202426803,90.9636390711196,92.2966174154462,99.2980196981242,84.0046821884769,100.891480882142,70.5757553442131,91.01355820814,86.5764101127022,68.1136878426078,84.2625270246078,89.9754277367134,93.6865809918442,89.1753942060965,88.3802336484301,86.8657972909336,82.8853168412725,71.5407847771656,82.4951368896894,82.4098273366851,64.2419360771148,95.7457968731567,99.9034689641006,98.8058378245168,80.6292021345701,98.4947830801042,80.8030117646092,76.4922482274853,84.361459567576,115.545533440081,82.8352210371415,84.3369669316464,85.484545155008,75.4338422395754,71.9413061454593,88.587579407799,78.2533543947698,73.8346886492431,87.2874207181858
2018-05-11,93.1604341499409,106.723678490208,105.959456577949,89.0315720626869,,85.5594228199362,96.7460300759399,91.5326270566743,89.0423553128789,79.7896932075609,89.6478012801994,81.095482391253,104.908225448267,86.3613774710308,87.1460508942081,92.3101743796194,95.1005652862952,101.911125479654,84.9833775149446,101.762904421431,72.5694207494169,93.979376805554,88.372723383748,69.3196667350053,85.1426743657115,92.2834243979764,96.4654202585515,91.6234507814912,89.8688920856606,88.358899057413,82.9941161831883,72.8534597272053,83.4302715118988,82.4909793084593,63.9816967527283,97.4946496398913,102.215485907241,103.287312110294,81.487530301006,99.962356635343,83.5001915731636,75.1160337376205,86.2984902479706,127.252311138057,83.5761443022323,85.4424711631507,85.7183111823461,76.086545448076,73.3894220686304,89.3610983045076,79.7673249755634,74.0815448466662,88.6070106865073
2018-05-18,94.5298962331939,106.992503876833,108.410219519208,90.3893751395395,,86.3966621851294,100.035395098522,93.2726372085032,92.900857376437,80.0856978402352,93.9474560178589,81.5366182882136,109.99783242546,89.8592544915055,87.9487118892864,92.9235310200155,96.1974576194705,103.728470652816,88.7380880336509,101.905031382913,76.4149797976766,96.0524512939118,89.5603836857898,70.4898164098028,85.1870195086103,94.0879634567395,98.0874593682289,92.6553872578697,91.2667567537236,89.6447038640694,83.4996443595413,74.1429014922886,83.9844009679149,82.7328883386894,66.0157969385087,98.2998882920519,104.770873054922,102.865731244538,81.9274234863044,100.549169857041,84.4509640157248,75.9152896500798,87.7982467765378,130.212458482712,93.9490700135022,86.4708211562185,85.8764406055574,78.6838307544413,72.9836754365992,89.3864489706933,81.8490345241547,77.0271331109471,89.6435799551717
2018-05-25,93.6809841622504,105.956256865919,105.542224293832,90.7931302226276,,86.851541066413,96.5880600543999,94.2644772468752,92.4647031164537,79.4882780290988,92.9012705388181,80.779312236001,109.895413587075,88.3181327126275,86.2595560911567,92.3659898338955,93.6407145598168,103.912142136929,88.0704982509903,101.439534475188,74.6240037086686,90.3028327305438,88.9808753207642,69.0745415984661,84.1858435000778,93.8475781251996,96.9693639764667,92.4893994204301,91.3639955960431,87.7028732651211,82.8241252076219,73.219960809812,84.0721327701498,81.4349721164329,66.1928779388802,97.9095667722585,105.003956198537,102.081992339817,81.5247048682094,100.46725130618,83.0094819930902,75.430959511955,87.0852259148977,130.477185208979,94.9561810243667,86.0603955065755,86.1178603181032,78.2594785590583,72.6817781235213,87.9787010764376,80.2264765710327,76.6437943458538,89.2966735017668
2018-06-01,94.0060277522947,103.852906853693,103.15629635102,91.4162380389556,,87.5449665439892,92.3435686693727,92.6339232997197,90.6351123394158,77.9420590440151,92.1654188909859,80.1014132973665,113.615831234554,87.5162819616697,84.8699969471851,91.5762229691396,93.2344641712709,101.444122381015,88.7585490185762,101.353714226055,73.8264952720874,90.6342192726743,89.2097159773971,69.3576339820664,84.1436450822833,94.7908530243597,97.4511328286821,92.1433893610674,91.4088294860878,89.2494832594456,82.8158212046936,75.0581188217738,85.0651107162539,82.8694634951777,68.5924126129981,98.2238683603487,104.900605847947,101.684011862859,81.7727201954799,100.661400795075,82.7688747989074,75.632144503541,87.9617638253577,131.8453388737,93.3353073795696,86.0658482339091,87.1902301162194,79.4350501253961,70.2171187452599,87.2752734264832,82.4056665784953,77.4108378499735,89.5667850519605
2018-06-08,93.4163842090456,101.236964615565,102.177849095658,90.8440483827704,,87.9706308869907,91.1603363131634,93.7319875864467,90.4950271580566,77.2511947011592,92.5326117949341,80.6603603574125,111.470787221315,86.7217113083213,82.9839970150255,91.9614594840338,91.0097806444076,102.586320589642,88.8634645611513,104.638325335233,72.8089784919208,89.9786372164524,87.8386839976821,72.0562178826462,86.5548760184357,94.9910849016091,97.7008727158881,92.1162364542275,91.9386930818529,91.1835277313484,82.607419022026,75.0581188217738,86.1933960893905,83.5667707610804,70.2160977424845,99.0511328327829,103.662840587205,100.69293962248,82.4027739951419,100.48733469666,82.333249142071,75.4594120364856,87.6024428946986,132.96470500119,94.9399258445478,86.5802722670173,88.6258661324618,79.9308306046808,69.115573285192,87.057875779814,84.8786343073756,77.84706695671,89.8847736379437
2018-06-15,93.4502184662745,102.493006360175,102.040328437386,92.107933721698,,88.6322804979785,92.0290166479862,96.0501233028704,91.5919365781542,78.3607271205655,92.7105591253089,82.1781037074702,114.234525747463,88.1650685006928,83.5112142768744,93.2325613879597,91.8125129984928,103.746216174199,89.498581639611,106.046589909483,74.9570694722725,90.4748429363961,90.4293526003066,69.8259063767548,89.8661763600611,95.8524817070879,99.0981498458154,92.7529951123815,92.8032731541739,93.6356395028407,82.0000115292169,72.8959507898709,87.6979553702408,85.9975362393665,73.9480556933646,100.085645430257,100.777592539052,99.3108796668777,82.5576664274636,101.152745939048,85.5060140415728,76.9848495023956,89.9479849762605,136.867622659971,96.4005400883101,86.974615612363,89.2965967035954,79.9124641454426,69.115573285192,87.0477574771896,85.3735534578559,77.7875811694277,90.9184443555184
2018-06-22,94.1776549966962,101.990589662331,100.940163171215,90.4044360909696,,87.5678876455198,90.4969020534026,96.385642946037,92.1403912882031,77.9446524632881,89.8688561636137,82.288055679249,112.95895412001,86.7217113083213,82.8793513693571,92.7351736864235,92.7155868968387,103.789175269923,88.3342003291016,105.40646964846,74.7309546322354,92.2942639095229,87.8386839976821,69.1567742412391,89.7404307774677,95.3996962067721,99.815467783787,91.7299841368773,93.0135581463497,94.5921699955332,81.0136986572355,73.2035286413049,87.812593220398,86.8806945062664,75.6286933227593,100.503971433111,103.35370686776,98.1262568477897,83.6521027257767,100.958477044593,85.624827400593,78.3107805377236,90.694097294036,137.026832767757,98.2518536153833,86.6241323357485,90.1227967731211,74.9362973753564,66.5272629767736,85.5406559359276,84.05631444597,72.2369892409263,90.5417546274941
2018-06-29,93.6724100664565,103.237418386809,100.528722288724,87.7572948887905,,85.8211116002691,91.1083676078175,94.8000518567634,90.0897891081986,79.1549731537119,88.8053194042809,82.4634164798441,109.351623712922,84.9249907701654,81.9375405583417,91.5417889527831,91.0134648911731,101.691126759929,85.9097533033625,103.625668471777,73.4892016096454,90.6490898647898,86.9567318191111,68.4887826718635,87.9021724188976,94.4316181087329,98.2505814122612,89.580310129032,92.4139542259865,94.4878978992676,80.5546011939664,74.4286923005736,87.6104638157761,87.6895710526641,75.3544278891319,99.8081254069733,100.986042268199,95.373215573503,84.0960173767958,100.846085257579,83.4871756763064,77.8745537841609,90.2142343453903,134.746587485631,97.7229068933624,86.1035089898378,90.0224373112356,69.9992745994635,64.4786944478506,84.5400031015123,82.6608482881756,67.264009455004,89.4552147669691
2018-07-06,92.7766078402178,102.995644573257,100.296822121968,86.375383246531,90.440942700158,84.8744352075693,87.7973427401803,93.3420992941288,92.524648273285,77.950356478324,91.5804856356647,81.8360319965829,105.051278960166,85.9686158487543,83.3502567748648,90.0798402341314,92.7367967707693,100.744003520498,86.8846970991951,101.613120808234,74.0058216561104,91.8623664021771,83.2555402005873,66.6223207671041,87.5234877773515,93.437395870181,96.2544175294817,87.4400290233131,91.4992969109377,94.0390242750431,77.7646835670903,74.0759496830354,87.5426223539395,87.0559758860986,70.6110876500449,98.9940297674385,101.582886489643,94.9782954262007,84.7603844865514,98.1317277676888,83.3765966356755,72.5813297370398,89.7188919467883,134.580110357529,98.5406718046039,84.4920282158298,88.7063938082319,69.1751073161103,58.4705145331843,81.0536995663634,81.2913194407976,66.7835522446111,87.8423113516887
2018-07-13,91.1796842761231,106.518634427875,101.159325506309,85.3308102214478,90.2271343249803,85.1784630351785,87.3332975882766,94.2063779912966,93.5949848214336,79.6388118533057,90.7132461883573,81.1797996645349,104.774828226061,86.9592913194825,83.832050166627,87.7041081840005,93.6310763924739,101.709482359987,85.2138375395952,99.4395781171492,75.9354213005182,93.794746277951,83.5252249675489,68.217003976955,86.7950838054857,92.5776334756061,94.5691225752387,86.7251703199894,90.8445613337574,92.9573846182936,76.7222874115429,73.0658230964485,86.5109752891625,85.9507370894067,71.0527136325677,97.6765491494615,98.5844649742955,92.6536518318531,84.2507066583477,96.4163739875996,80.3615316657258,74.91122587654,88.6929224855742,133.272549248648,97.4912503796347,84.4052178399282,88.6240103452106,68.8717077226186,57.1432845293357,80.7656490462949,81.2913194407976,66.6082673305833,87.0126035575329
2018-07-20,90.6993698725614,104.646236557073,103.142841692707,86.7509253474387,89.0128301860236,84.1087178165264,86.8624981403613,93.3646929463711,93.4740610684343,81.1400820947056,93.8899746540974,81.9839683683492,104.913327668527,87.6325245426011,86.1907479438826,87.6265454086885,95.3482486429151,102.61323192557,84.7877683518972,100.811749958352,77.1933876172437,95.3248400182112,83.1122205587148,69.2181874909597,87.691083324124,92.8819482736413,94.3096567307025,86.4861639450918,91.217856554,93.239576678742,78.2497621341938,77.9368779695451,87.0223579285592,86.4775804866272,72.0190712267114,97.2790860806946,100.889995025144,94.5271631740413,83.4790033685987,97.6429153719431,80.4466604068972,76.9372225195836,88.671491309427,133.925353747605,98.9588606004034,84.735112784521,87.1128371670329,71.3259897391851,57.7799075744486,81.9759928841094,81.549387121562,68.9653095559119,87.3123945324306
2018-07-27,90.9544120374052,101.75659688883,101.784073718312,87.0880767360285,89.0994396048375,84.6632807911408,86.9092486775736,92.8403454802038,91.7811285264446,83.948149322128,92.8330518624941,81.1509218496125,104.01426816972,89.9194943408659,86.8663753073845,84.8147925230471,93.9117401887845,102.31547862292,82.9056869234422,99.0692197103364,77.530968029564,94.8875701098708,82.958202081886,71.5968193635013,88.8469411886775,92.3067357382859,94.2616803060652,85.9571443945199,90.8372342863064,93.9488680642649,78.8437973065117,79.3102150262772,86.811017916447,86.9281801244212,72.8491215391549,97.742319823936,99.5066769946351,98.6148242842702,83.1608228290787,98.3079184628039,80.4466604068972,79.5458780512107,88.6714913094269,132.016440228322,99.4748087787163,83.6358292331048,87.4225166450529,68.8717077226186,57.3979337473809,80.0343258623227,82.2233489985997,66.1717780295965,87.1809346601816
2018-08-03,89.5649416515836,102.794929510145,102.648744247473,86.794052517033,88.3847382176329,84.4511585718082,84.9436113892278,90.2494521179656,91.7811285264446,84.6025740461636,92.1284366680918,80.006511972106,101.732040211209,89.6065494649696,87.9436358805313,84.0806325877679,95.6192263740351,99.7072908940038,82.5750089699014,97.496692413347,76.4024240990026,96.0626483774853,79.3772724956176,72.3761044722197,87.9214522179621,90.1684898443162,91.4228369289122,84.3540549499319,89.3900724655687,92.1405926428788,78.4660310352158,78.6235464979111,86.1755418272065,85.3892961066745,71.0636038543717,95.9261478776604,96.3711561254807,94.6974823869676,82.1677138723952,96.5866333870613,78.7804789114808,79.2776995204364,87.3580768789044,131.66493201927,98.1235313344913,81.9167396770859,86.2629569737779,64.2161624540801,54.2657483654253,77.8945295525985,80.959670479154,60.4974171167683,85.6134189130741
